Wall time,Step,Value
1763710791.8528335,8752,0.029674284160137177
1763710793.825635,8776,0.024215620011091232
1763710793.992171,8778,0.021626535803079605
1763710825.3255007,9152,0.027931854128837585
1763710832.7245753,9252,0.026139404624700546
1763710835.808108,9291,0.025071971118450165
1763710839.1133482,9327,0.02478718012571335
1763710841.9611406,9359,0.025072138756513596
1763710871.230827,9712,0.024855883792042732
1763710874.6226552,9753,0.024863626807928085
1763710881.5384083,9837,0.022333022207021713
1763710886.2307215,9894,0.02585139498114586
1763710888.1276765,9917,0.02206156775355339
1763710890.7681973,9949,0.023947320878505707
1763710893.2833953,9979,0.02970825880765915
1763710900.215948,10063,0.023806001991033554
1763710902.4462872,10090,0.022827092558145523
1763710904.9215384,10121,0.025650817900896072
1763710909.9820213,10191,0.022562462836503983
1763710929.7018883,10445,0.023638417944312096
1763710935.6826355,10518,0.026241596788167953
1763710946.2940962,10643,0.023119006305933
1763710946.4766905,10645,0.02548287995159626
1763710951.924118,10707,0.02515406720340252
1763710978.9309602,11023,0.021402468904852867
1763710986.7803113,11118,0.02037227526307106
1763711041.2428217,11819,0.022714726626873016
1763711045.1468863,11867,0.023862510919570923
1763711057.7465088,12027,0.024105120450258255
1763711061.4850883,12076,0.025531116873025894
1763711083.0668857,12354,0.023144055157899857
1763711086.3815265,12398,0.018790507689118385
1763711092.5439436,12476,0.02228853665292263
1763711129.5811472,12905,0.025347579270601273
1763711159.874693,13304,0.024657709524035454
1763711166.5800014,13388,0.02313832938671112
1763711177.014073,13522,0.02558816969394684
1763711179.2656596,13550,0.023392269387841225
1763711186.210876,13642,0.0247613824903965
1763711186.6013608,13647,0.02370653674006462
1763711199.0055487,13802,0.023241352289915085
1763711202.2799752,13849,0.022026386111974716
1763711211.8083563,13971,0.02250121347606182
1763711217.982909,14046,0.0228436179459095
1763711229.8362536,14188,0.025248512625694275
1763711236.1116564,14265,0.025656796991825104
1763711244.1775599,14361,0.0248501505702734
1763711268.5375564,14645,0.022709570825099945
1763711276.7506847,14745,0.026688378304243088
1763711285.4288104,14851,0.02372569963335991
1763711286.4849117,14864,0.023365184664726257
1763711302.2960284,15065,0.022160233929753304
1763711302.7247586,15070,0.023844972252845764
1763711312.2839293,15185,0.023328494280576706
1763711327.399868,15371,0.02535190060734749
1763711346.3114128,15610,0.024030067026615143
1763711397.6348782,16241,0.02230742760002613
1763711410.9086354,16392,0.02508600614964962
1763711446.5357745,16834,0.024253111332654953
1763711449.1775515,16866,0.02175336703658104
1763711450.5630655,16883,0.02345641702413559
1763711452.3798635,16907,0.02132560685276985
1763711455.478535,16947,0.024058561772108078
1763711553.544872,18121,0.023301804438233376
1763711554.1110196,18129,0.023614637553691864
1763711554.6663468,18137,0.029527738690376282
1763711574.977704,18405,0.023209981620311737
1763711580.5023096,18481,0.024085430428385735
1763711600.0684354,18759,0.02478080615401268
1763711600.46098,18765,0.019584987312555313
1763711602.4190185,18795,0.026789110153913498
1763711624.6380498,19109,0.021341636776924133
1763711631.7896516,19209,0.027136802673339844
1763711639.6377513,19319,0.025312084704637527
1763711643.8051176,19377,0.02418356202542782
1763711652.3001003,19501,0.024657703936100006
1763711655.7236328,19546,0.024811875075101852
1763711660.7777617,19617,0.023617710918188095
1763711677.7732267,19841,0.020824387669563293
1763711691.035792,19999,0.02597622759640217
1763711737.7522821,20618,0.02215820550918579
1763711739.9477727,20646,0.025519590824842453
1763711754.3568435,20841,0.025157853960990906
1763711764.421482,20968,0.025751546025276184
1763711769.7804573,21036,0.02559770829975605
1763711770.851962,21052,0.022456005215644836
1763711776.5916147,21129,0.022618519142270088
1763711787.6171086,21267,0.026156606152653694
1763711790.8910532,21311,0.0219259150326252
1763711819.4166474,21676,0.021786607801914215
1763711850.171006,22063,0.022984180599451065
1763711858.3083506,22162,0.02025577984750271
1763711901.657746,22702,0.025923315435647964
1763711931.6756196,23071,0.024243611842393875
1763711934.1898882,23106,0.02352984994649887
1763711957.0054832,23406,0.02415260672569275
1763711964.4245503,23500,0.025620104745030403
1763712035.0037525,24378,0.018464718014001846
1763712042.291284,24469,0.02574806660413742
1763712063.5873883,24718,0.02647988125681877
1763712067.1872857,24758,0.022489706054329872
1763712072.9090984,24828,0.023307684808969498
1763712081.3381693,24938,0.021908242255449295
1763712085.4920993,24991,0.025821281597018242
1763712094.7203677,25112,0.02132892981171608
1763712123.358888,25444,0.025123586878180504
1763712139.881866,25649,0.02028748020529747
1763712145.2670069,25715,0.020679417997598648
1763712163.0849612,25929,0.022695297375321388
1763712192.5058708,26303,0.021827761083841324
1763712198.1757739,26377,0.02245773933827877
1763712220.0882556,26646,0.023657958954572678
1763712223.8442614,26693,0.027737047523260117
1763712233.570387,26816,0.02471037581562996
1763712249.044513,27014,0.0239406805485487
1763712250.3166711,27029,0.02345684915781021
1763712256.3879933,27104,0.023744571954011917
1763712273.9063697,27308,0.023344121873378754
1763712312.4785666,27792,0.022856269031763077
1763712315.8416593,27833,0.023817813023924828
1763712320.8767247,27894,0.021019484847784042
1763712330.1143315,28006,0.02494635432958603
1763712337.3942802,28102,0.021660147234797478
1763712389.7978573,28794,0.02299179509282112
1763712404.3783529,28972,0.026668701320886612
1763712407.489581,28984,0.01970805786550045
1763712433.2510943,29310,0.025013960897922516
1763712448.0321834,29490,0.02370111085474491
1763712454.2040143,29565,0.02416170760989189
1763712458.727886,29620,0.022007059305906296
1763712460.023051,29636,0.021275801584124565
1763712463.4220355,29677,0.02319377474486828
1763712476.035637,29831,0.024145079776644707
1763712479.2285998,29874,0.024974873289465904
1763712493.4368083,30055,0.023585569113492966
1763712495.518626,30080,0.024970954284071922
1763712513.5512168,30300,0.02293073944747448
1763712545.161079,30703,0.020677641034126282
1763712563.2758417,30919,0.02431788668036461
1763712566.6610043,30959,0.025722714141011238
1763712567.332118,30967,0.02191775292158127
1763712570.5916827,31006,0.023283669725060463
1763712599.4404578,31376,0.025298146530985832
1763712602.1410515,31410,0.023532826453447342
1763712622.0621257,31660,0.023627620190382004
1763712643.0206413,31918,0.023797161877155304
1763712645.9447687,31953,0.02675245888531208
1763712647.8415713,31976,0.029076095670461655
1763712650.9631238,32014,0.022775592282414436
1763712716.7849631,32811,0.0226493701338768
1763712717.7662253,32824,0.022058282047510147
1763712753.081954,33279,0.019677385687828064
1763712763.3327467,33408,0.02088191732764244
1763712784.7520866,33701,0.02005556970834732
1763712792.3903925,33803,0.023409459739923477
1763712796.968065,33864,0.02090713009238243
1763712841.9636307,34464,0.02345999702811241
1763712879.2360883,34951,0.022958390414714813
1763712880.6098473,34967,0.021570473909378052
1763712894.7564518,35140,0.024251816794276237
1763712901.1029034,35217,0.029049107804894447
1763712913.5364096,35377,0.023891258984804153
1763712921.2363665,35477,0.025468528270721436
1763712927.2054417,35551,0.022712402045726776
1763712939.0003288,35704,0.028311774134635925
1763712955.6312134,35913,0.022716905921697617
1763712958.020927,35948,0.02431051805615425
1763713004.9249566,36501,0.020601138472557068
1763713019.2822769,36694,0.021954454481601715
1763713035.070039,36891,0.022701844573020935
1763713036.1260784,36903,0.02260499633848667
1763713043.2583992,36996,0.022043606266379356
1763713048.6899722,37065,0.023685790598392487
1763713049.583116,37079,0.023929299786686897
1763713052.225353,37116,0.023530174046754837
1763713057.4383032,37182,0.02847982756793499
1763713095.4056852,37674,0.02290564402937889
1763713101.1222734,37749,0.021884199231863022
1763713115.0137067,37937,0.01991863176226616
1763713152.62533,38386,0.019363587722182274
1763713152.7113738,38387,0.022558001801371574
1763713154.317992,38408,0.026607677340507507
1763713160.1726959,38487,0.021690387278795242
1763713184.1019588,38805,0.019865740090608597
1763713186.6603754,38839,0.025068892166018486
1763713189.804582,38880,0.023696277290582657
1763713191.1612253,38898,0.020483657717704773
1763713200.7594197,39025,0.021061450242996216
1763713245.3265939,39588,0.025548333302140236
1763713255.5112765,39712,0.023510396480560303
1763713288.0325882,40110,0.02162122167646885
1763713298.3657043,40236,0.024562951177358627
1763713299.4257438,40249,0.027251122519373894
1763713306.2376122,40332,0.028150640428066254
1763713312.568337,40416,0.023935971781611443
1763713322.3341346,40540,0.0234095249325037
1763713328.6680615,40617,0.025518566370010376
1763713355.5040436,40942,0.02228565700352192
1763713365.974147,41073,0.033377498388290405
1763713390.8801723,41374,0.020616834983229637
1763713399.058077,41473,0.021730106323957443
1763713403.9078321,41536,0.03042125515639782
1763713404.233427,41541,0.02388402633368969
1763713406.1455731,41566,0.023371409624814987
1763713440.874826,41968,0.025577086955308914
1763713444.0648108,42012,0.02046212926506996
1763713453.1465971,42131,0.02184271812438965
1763713478.821489,42461,0.019569123163819313
1763713484.243443,42535,0.020769167691469193
1763713508.9723823,42855,0.023566575720906258
1763713516.5447428,42951,0.021581444889307022
1763713530.9249604,43138,0.023633180186152458
1763713537.9609532,43231,0.026696261018514633
1763713543.0785747,43296,0.024103788658976555
1763713569.2199845,43611,0.02093283087015152
1763713582.2116656,43777,0.02277183346450329
1763713619.6118276,44255,0.02209051325917244
1763713621.8728292,44283,0.023633703589439392
1763713627.202058,44349,0.02102132886648178
1763713636.6199934,44463,0.0225976575165987
1763713641.5041792,44522,0.02375122159719467
1763713656.6823673,44711,0.017575744539499283
1763713657.7503068,44724,0.02265011891722679
1763713658.249598,44730,0.0257259514182806
1763713660.8306274,44761,0.020727507770061493
1763713677.9933228,44976,0.02240893989801407
1763713801.7973332,46492,0.028256237506866455
1763713831.905885,46890,0.02280125394463539
1763713845.702046,47063,0.02480633184313774
1763713846.0312152,47067,0.027228694409132004
1763713847.3066864,47083,0.02275398001074791
1763713851.3933024,47112,0.02105795405805111
1763713854.850431,47159,0.023576045408844948
1763713856.3938854,47178,0.023707283660769463
1763713866.3997076,47304,0.020798038691282272
1763713892.241054,47625,0.02204844355583191
1763713921.7984087,47999,0.021672401577234268
1763713937.2749932,48189,0.02325430139899254
1763713942.1527507,48247,0.02206469140946865
1763713952.8405328,48385,0.02711273357272148
1763713963.3002157,48510,0.020583858713507652
1763713973.722469,48635,0.027089087292551994
1763713980.556572,48717,0.022866735234856606
1763713991.1209633,48843,0.02026618830859661
1763714019.4582384,49165,0.027759823948144913
1763714031.6037757,49314,0.02384810894727707
1763714044.850731,49483,0.02470957487821579
1763714066.4826455,49752,0.020093761384487152
1763714075.4395242,49864,0.023839382454752922
1763714087.5990608,50010,0.020608339458703995
1763714106.828229,50261,0.018236488103866577
1763714137.9394615,50639,0.024252714589238167
1763714142.53913,50697,0.024927403777837753
1763714234.0998611,51797,0.019628353416919708
1763714244.5936246,51930,0.020518403500318527
1763714245.025675,51936,0.022193310782313347
1763714247.7185423,51971,0.022252367809414864
1763714251.0871394,52013,0.02241411991417408
1763714268.397452,52229,0.01917930692434311
1763714271.2398381,52263,0.024824783205986023
1763714278.669007,52352,0.022427719086408615
1763714279.6377592,52364,0.02386040799319744
1763714282.2825575,52399,0.021386517211794853
1763714305.6990857,52666,0.023161128163337708
1763714330.1705194,52967,0.02958061173558235
1763714339.121599,53082,0.02346716821193695
1763714353.2827806,53254,0.023643705993890762
1763714383.0918381,53623,0.02312731370329857
1763714414.9106512,54041,0.022108612582087517
1763714449.1025703,54458,0.02330375835299492
1763714459.2780902,54592,0.020044570788741112
1763714473.4217572,54766,0.021865788847208023
1763714499.300601,55079,0.0182097926735878
1763714504.84038,55148,0.01967499405145645
1763714522.7595184,55367,0.02271442860364914
1763714533.9674773,55499,0.023688407614827156
1763714540.8483741,55586,0.02493201568722725
1763714544.4522998,55629,0.019464408978819847
1763714551.8028119,55718,0.02190357819199562
1763714572.7976465,55982,0.020572755485773087
1763714599.0371919,56291,0.023219814524054527
1763714614.174999,56481,0.024527911096811295
1763714648.9767096,56932,0.02420691028237343
1763714651.1694229,56959,0.021562164649367332
1763714659.5007472,57066,0.02060149610042572
1763714686.8159413,57412,0.024270787835121155
1763714690.033012,57451,0.02040223404765129
1763714717.994095,57792,0.02352156862616539
1763714726.1878715,57898,0.024327445775270462
1763714729.8291638,57944,0.023587513715028763
1763714749.5116978,58170,0.0225864015519619
1763714767.511744,58397,0.020991791039705276
1763714768.0391586,58405,0.02335919812321663
1763714782.9693935,58615,0.02454342693090439
1763714786.173236,58655,0.022734928876161575
1763714795.0097563,58766,0.02210954949259758
1763714802.8774602,58865,0.021705064922571182
1763714818.3266757,59057,0.02323978766798973
1763714850.2712784,59485,0.028706222772598267
1763714854.925934,59553,0.027590567246079445
1763714891.7610073,60001,0.024748878553509712
1763714914.5886343,60280,0.02593032643198967
1763714926.016301,60431,0.026842646300792694
1763714967.8164873,60958,0.02886253222823143
1763715001.7425494,61386,0.020541001111268997
1763715002.7196321,61398,0.015426934696733952
1763715031.3082755,61742,0.02230086550116539
1763715044.4364464,61904,0.02244134619832039
1763715051.4780848,61990,0.025900419801473618
1763715056.5004292,62052,0.020528241991996765
1763715078.760063,62344,0.02100476250052452
1763715082.015564,62386,0.025667764246463776
1763715115.009274,62820,0.02693324349820614
1763715127.6190045,62968,0.022330662235617638
1763715176.9919794,63568,0.023507017642259598
1763715181.5072367,63622,0.020815115422010422
1763715186.7579553,63687,0.020683424547314644
1763715204.4946618,63905,0.024701230227947235
1763715219.218215,64091,0.02169174700975418
1763715252.253387,64499,0.025453418493270874
1763715284.1302662,64894,0.02066734991967678
1763715286.9276617,64928,0.019813725724816322
1763715320.4123175,65325,0.022722892463207245
1763715327.9162228,65417,0.022934114560484886
1763715330.1809735,65445,0.02141139842569828
1763715339.5265625,65558,0.020874444395303726
1763715349.9247777,65684,0.022503318265080452
1763715352.9531894,65722,0.024513401091098785
1763715362.1894393,65841,0.02544552832841873
1763715363.44011,65858,0.021740499883890152
1763715369.1362412,65933,0.02182719297707081
1763715371.0141382,65956,0.01811283268034458
1763715373.524053,65987,0.023779336363077164
1763715391.410701,66210,0.027383917942643166
1763715393.0234885,66230,0.023551587015390396
1763715393.9258678,66244,0.019042689353227615
1763715397.5136204,66292,0.02502317912876606
1763715414.6434739,66509,0.020370420068502426
1763715426.2297857,66652,0.020124658942222595
1763715427.2032092,66664,0.02466960996389389
1763715428.4847817,66680,0.02152661234140396
1763715433.3417192,66742,0.0239245742559433
1763715478.9846542,67281,0.019884496927261353
1763715497.7303152,67511,0.020753994584083557
1763715498.5613055,67523,0.027343738824129105
1763715522.9018984,67834,0.022609179839491844
1763715527.751895,67898,0.023320944979786873
1763715535.0889783,67994,0.022644130513072014
1763715551.073711,68188,0.02424679696559906
1763715571.3186245,68438,0.020331595093011856
1763715572.8200808,68456,0.024890322238206863
1763715583.6557436,68587,0.023424416780471802
1763715586.428027,68619,0.018476594239473343
1763715603.8157713,68826,0.024326812475919724
1763715621.806453,69066,0.022736206650733948
1763715635.5944374,69234,0.021008143201470375
1763715653.9404738,69460,0.02457067184150219
1763715659.3596516,69529,0.018697980791330338
1763715668.3176877,69640,0.018971119076013565
1763715671.251306,69675,0.024228528141975403
1763715683.3795354,69822,0.021806858479976654
1763715712.2247355,70195,0.023189011961221695
1763715725.8499753,70360,0.021621327847242355
1763715744.482113,70588,0.01968170516192913
1763715744.8909857,70593,0.025922950357198715
1763715750.916882,70637,0.023126155138015747
1763715770.1242707,70875,0.0236353762447834
1763715776.3320389,70951,0.02145073190331459
1763715776.9204848,70958,0.021641824394464493
1763715786.9476984,71081,0.02014036476612091
1763715793.3007305,71159,0.023836201056838036
1763715797.019643,71206,0.02124861627817154
1763715800.8124204,71256,0.023227998986840248
1763715834.54927,71694,0.02574051544070244
1763715844.6534195,71833,0.021835200488567352
1763715880.1838856,72289,0.01878872513771057
1763715903.000482,72550,0.023041171953082085
1763715905.7650921,72585,0.02075108140707016
1763715948.1245217,73124,0.020525002852082253
1763715954.356413,73204,0.019242681562900543
1763715957.4067702,73242,0.023359883576631546
1763715973.8347487,73453,0.019759612157940865
1763715982.9339304,73565,0.025404170155525208
1763715991.962002,73686,0.017727266997098923
1763716003.2125826,73838,0.0222715325653553
1763716009.2090092,73915,0.02183534950017929
1763716009.717753,73922,0.0209132581949234
1763716011.299408,73943,0.01715918257832527
1763716018.0150802,74036,0.024267978966236115
1763716030.5923474,74192,0.023725025355815887
1763716076.5510786,74756,0.022413253784179688
1763716095.4478245,75005,0.022662848234176636
1763716104.1326902,75110,0.02241215854883194
1763716106.9423885,75146,0.018850354477763176
1763716110.0667996,75184,0.023762714117765427
1763716111.8276014,75205,0.024697195738554
1763716125.1906128,75369,0.022159729152917862
1763716130.2437344,75442,0.023292943835258484
1763716134.0974417,75497,0.023642268031835556
1763716139.3885128,75565,0.02496189810335636
1763716192.806353,76219,0.020447932183742523
1763716217.701238,76531,0.023992247879505157
1763716238.8564982,76793,0.018348677083849907
1763716255.8286371,77012,0.024481408298015594
1763716298.721094,77558,0.02171795442700386
1763716302.7839332,77609,0.021837081760168076
1763716318.2728605,77806,0.023730045184493065
1763716331.042214,77950,0.024571195244789124
1763716341.7352092,78089,0.023384472355246544
1763716345.6483493,78144,0.02579752542078495
1763716348.8248143,78186,0.022921012714505196
1763716352.2810454,78229,0.023608915507793427
1763716362.1868804,78352,0.026199020445346832
1763716367.973077,78423,0.017685024067759514
1763716368.9480515,78435,0.02449675276875496
1763716381.7169142,78590,0.020955827087163925
1763716419.2830417,79060,0.020427081733942032
1763716429.0436537,79178,0.017656579613685608
1763716433.3383217,79230,0.022684622555971146
1763716459.5422583,79554,0.018948320299386978
1763716486.116125,79865,0.019510671496391296
1763716534.3749168,80473,0.025419902056455612
1763716535.9088962,80493,0.023379243910312653
1763716628.435277,81615,0.023058705031871796
1763716636.8973286,81721,0.025935009121894836
1763716697.409817,82482,0.020830858498811722
1763716703.6132636,82557,0.02609824761748314
1763716719.3655243,82748,0.01901995949447155
1763716752.3580892,83150,0.02325020544230938
1763716754.530025,83176,0.02405630610883236
1763716768.9829967,83324,0.020656123757362366
1763716807.0638084,83795,0.022496916353702545
1763716816.0152028,83904,0.024167312309145927
1763716822.4280097,83989,0.021816417574882507
1763716826.472991,84039,0.02329149842262268
1763716846.3631327,84281,0.026572775095701218
1763716889.672611,84822,0.023680005222558975
1763716892.6142762,84858,0.0209867712110281
1763716916.1934636,85127,0.022349193692207336
1763716939.9876065,85420,0.02331872656941414
1763716955.029894,85605,0.026849839836359024
1763716969.642224,85784,0.022102491930127144
1763717004.3276052,86222,0.02126588299870491
1763717018.6370215,86402,0.019769031554460526
1763717020.194629,86421,0.0219244584441185
1763717039.1425622,86658,0.023444976657629013
1763717043.9540431,86716,0.019933562725782394
1763717056.4215364,86867,0.02322857454419136
1763717058.6425076,86894,0.01989733800292015
1763717063.961734,86939,0.021734973415732384
1763717094.4830434,87321,0.021146900951862335
1763717114.850042,87575,0.02003622241318226
1763717123.9471126,87688,0.02465631440281868
1763717131.7395043,87794,0.023541919887065887
1763717141.0670767,87909,0.02030785195529461
1763717156.39643,88097,0.022449534386396408
1763717167.0533612,88224,0.020757537335157394
1763717193.1582565,88557,0.025848062708973885
1763717217.072575,88832,0.020655840635299683
1763717266.8055215,89446,0.021206557750701904
1763717291.218223,89753,0.020587895065546036
1763717315.354844,90044,0.018771279603242874
1763717322.5007408,90141,0.019095681607723236
1763717324.7513113,90172,0.02113249897956848
1763717326.069044,90189,0.022492792457342148
1763717358.3737822,90577,0.019289527088403702
1763717358.829091,90584,0.024286305531859398
1763717375.7125962,90806,0.02195412665605545
1763717377.054063,90822,0.02472928911447525
1763717383.4440906,90900,0.025031566619873047
1763717390.9973562,90993,0.023801136761903763
1763717425.8576057,91420,0.02059146575629711
1763717453.12247,91737,0.01938769593834877
1763717462.2522776,91850,0.020922768861055374
1763717473.666051,91993,0.023670803755521774
1763717489.7127318,92187,0.02160424366593361
1763717495.0981586,92253,0.023059451952576637
1763717495.1800435,92254,0.02431895211338997
1763717495.5871723,92259,0.02238565683364868
1763717496.1699193,92266,0.02059069462120533
1763717536.9647503,92751,0.02248610556125641
1763717542.9733276,92823,0.02318001724779606
1763717585.1640923,93355,0.02158227190375328
1763717613.8786454,93715,0.0195135660469532
1763717617.4942353,93759,0.02764582633972168
1763717618.1570394,93767,0.021014651283621788
1763717637.4732196,94005,0.020051168277859688
1763717638.160706,94013,0.023847797885537148
1763717650.54592,94165,0.02246679738163948
1763717676.142015,94471,0.022699274122714996
1763717708.9752269,94873,0.021311262622475624
1763717725.4969232,95084,0.024116799235343933
1763717737.9622388,95237,0.022616412490606308
1763717774.2140176,95688,0.021270014345645905
1763717781.4510612,95778,0.023329630494117737
1763717812.9364045,96148,0.02399733103811741
1763717871.771302,96883,0.019614029675722122
1763717882.3440096,97014,0.022243473678827286
1763717954.6540742,97901,0.020497970283031464
1763718005.5417733,98539,0.021268263459205627
1763718013.8624048,98645,0.023948736488819122
1763718046.7636108,99051,0.0181413721293211
1763718048.145734,99068,0.019597651436924934
1763718050.9534183,99102,0.018816037103533745
1763718052.4182618,99124,0.021020539104938507
1763718069.6439862,99341,0.02112419158220291
1763718076.184633,99420,0.023185178637504578
1763718144.0010092,100240,0.022902293130755424
1763718153.3573382,100359,0.019985884428024292
1763718158.8804924,100431,0.023063678294420242
1763718176.718739,100658,0.022879760712385178
1763718188.6119497,100796,0.021192576736211777
1763718199.1911385,100934,0.021126020699739456
1763718212.4988396,101100,0.023615000769495964
1763718218.5297961,101175,0.02380409464240074
1763718229.9080696,101315,0.025275737047195435
1763718246.4524746,101501,0.021855801343917847
1763718257.520567,101642,0.02504180558025837
1763718290.2431087,102052,0.022900059819221497
1763718298.5238214,102161,0.020888235419988632
1763718298.9201078,102166,0.020368758589029312
1763718305.7001817,102247,0.020688151940703392
1763718327.1897318,102509,0.024978449568152428
1763718350.9609702,102806,0.021712226793169975
1763718362.467009,102949,0.021778889000415802
1763718362.792209,102953,0.022508947178721428
1763718387.513525,103236,0.02127217873930931
1763718400.5135036,103405,0.02181857079267502
1763718409.1235194,103508,0.02336781471967697
1763718426.4289672,103720,0.023203283548355103
1763718442.0134408,103917,0.019697243347764015
1763718476.6939714,104340,0.024523504078388214
1763718477.3260386,104347,0.021418001502752304
1763718483.2388437,104413,0.021886620670557022
1763718487.6403549,104462,0.020535236224532127
1763718521.292472,104876,0.022228918969631195
1763718528.341625,104967,0.02123316563665867
1763718539.2906692,105077,0.02171422727406025
1763718544.7829738,105144,0.022771533578634262
1763718556.6626294,105298,0.02344682812690735
1763718575.2571476,105524,0.023949868977069855
1763718581.1670032,105596,0.019438277930021286
1763718582.5574672,105613,0.01956399530172348
1763718591.4084034,105722,0.02029508166015148
1763718594.324062,105757,0.021798010915517807
1763718597.0944796,105798,0.022697940468788147
1763718630.3181353,106210,0.021652163937687874
1763718638.8546057,106312,0.0221652053296566
1763718641.4566913,106341,0.01903156377375126
1763718643.1364138,106363,0.02716079168021679
1763718652.070789,106481,0.028023332357406616
1763718689.22093,106901,0.021925320848822594
1763718694.2762074,106967,0.025107190012931824
1763718702.1053388,107066,0.021969374269247055
1763718702.9877112,107077,0.023693539202213287
1763718706.1894445,107116,0.020233141258358955
1763718720.2420733,107292,0.019908659160137177
1763718746.8625984,107625,0.02147102728486061
1763718759.7031343,107782,0.02130061574280262
1763718764.3487637,107840,0.023367073386907578
1763718766.6624663,107868,0.01965884491801262
1763718773.2744324,107952,0.01867648959159851
1763718782.6831818,108068,0.021987956017255783
1763718870.6229923,109140,0.020810293033719063
1763718875.884042,109204,0.025853175669908524
1763718899.2386317,109499,0.020307496190071106
1763718902.8323016,109543,0.02458895742893219
1763718933.1636853,109914,0.02298760414123535
1763718941.7448938,110026,0.022222265601158142
1763718943.3851888,110048,0.02226904034614563
1763718972.086261,110404,0.02140924707055092
1763718981.8265765,110500,0.019598165526986122
1763719020.0895417,110971,0.021672405302524567
1763719023.663238,111013,0.02353653870522976
1763719039.5404944,111216,0.02334591932594776
1763719043.5366397,111265,0.022776832804083824
1763719047.3854904,111313,0.021611616015434265
1763719049.73867,111343,0.018869224935770035
1763719070.4584868,111608,0.022843394428491592
1763719098.92845,111963,0.01784980110824108
1763719124.650082,112280,0.021614428609609604
1763719128.3497117,112303,0.020583461970090866
1763719130.4282434,112328,0.019268685951828957
1763719138.0601356,112423,0.026002187281847
1763719140.0937972,112448,0.020592376589775085
1763719146.9635026,112532,0.020749421790242195
1763719148.167055,112547,0.019212696701288223
1763719156.5624115,112653,0.02116231992840767
1763719156.6440804,112654,0.020635554566979408
1763719180.2864664,112949,0.019869688898324966
1763719221.4742057,113455,0.0230762530118227
1763719280.5810716,114153,0.023969601839780807
1763719284.688115,114204,0.022311296314001083
1763719297.9136648,114363,0.02112116664648056
1763719298.7485206,114373,0.020320624113082886
1763719315.6664782,114578,0.02050752565264702
1763719330.4678562,114769,0.022536708042025566
1763719334.9334,114823,0.02335430309176445
1763719336.150888,114839,0.02197033353149891
1763719371.7202733,115288,0.02109677530825138
1763719377.0320628,115358,0.02019188553094864
1763719377.359191,115362,0.022923482581973076
1763719382.6120255,115427,0.020625803619623184
1763719399.8364294,115634,0.020615331828594208
1763719402.193692,115662,0.018798038363456726
1763719413.7218583,115801,0.017772503197193146
1763719445.0021172,116158,0.018229417502880096
1763719445.084175,116159,0.018321659415960312
1763719452.9386706,116254,0.019953731447458267
1763719465.10202,116406,0.02002503164112568
1763719480.3605947,116594,0.021136192604899406
1763719480.691088,116598,0.022923389449715614
1763719524.2601082,117157,0.02261071279644966
1763719532.2436185,117255,0.023149730637669563
1763719575.2688358,117764,0.018344707787036896
1763719626.378274,118399,0.021316561847925186
1763719640.6139233,118575,0.020828763023018837
